[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:58] /a 10
[1/3/2021 0:37:55] /goto hyro
[1/3/2021 0:38:33] /down
[1/3/2021 0:38:35] /a 2
[1/3/2021 0:38:36] /a 2
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:41] /a 30
[1/3/2021 0:38:44] /a 30
[6/3/2021 19:45:18] /goto karol com savero
[6/3/2021 19:45:21] /goto karol com savero
[6/3/2021 19:45:22] /goto karol com savero
[6/3/2021 19:45:23] /goto karol com savero
[6/3/2021 19:45:24] /goto karol com savero
[6/3/2021 19:45:25] /goto karol com savero
[6/3/2021 19:45:25] /goto karol com savero
[6/3/2021 19:45:26] /goto karol com savero
[6/3/2021 19:45:26] /goto karol com savero
[6/3/2021 19:45:27] /goto karol com savero
[6/3/2021 19:45:28] /goto karol com savero
[6/3/2021 19:45:28] /goto karol com savero
[6/3/2021 19:45:29] /goto karol com savero
[6/3/2021 19:45:29] /goto karol com savero
[6/3/2021 19:45:30] /goto karol com savero
[6/3/2021 19:45:30] /goto karol com savero
[6/3/2021 19:45:31] /goto karol com savero
[6/3/2021 19:45:32] /goto karol com savero
[6/3/2021 19:45:32] /goto karol com savero
[6/3/2021 19:45:33] /goto karol com savero
[6/3/2021 19:46:5] /a 10
[6/3/2021 19:46:5] /a 10
[6/3/2021 19:46:6] /a 10
[6/3/2021 19:46:8] /a 10
[6/3/2021 19:46:9] /a 10
[6/3/2021 19:46:9] /a 10
[6/3/2021 19:46:10] /a 10
[6/3/2021 19:46:11] /a 10
[6/3/2021 19:46:11] /a 10
[6/3/2021 19:46:12] /a 10
[6/3/2021 19:46:12] /a 10
[6/3/2021 19:46:13] /a 10
[6/3/2021 19:46:14] /a 10
[6/3/2021 19:46:15] /a 10
[6/3/2021 19:46:16] /a 10
[6/3/2021 19:46:16] /a 10
[6/3/2021 19:46:16] /a 10
[6/3/2021 19:46:17] /a 10
[6/3/2021 19:46:17] /a 10
[6/3/2021 19:46:18] /a 10
[6/3/2021 19:46:18] /a 10
[6/3/2021 19:46:18] /a 10
[6/3/2021 19:46:20] /a 10/a 10
[6/3/2021 19:46:20] /a 10
[6/3/2021 19:46:21] /a 10
[6/3/2021 19:46:24] /a 10
[6/3/2021 19:46:24] /a 10
[6/3/2021 19:46:25] /a 10
[6/3/2021 19:46:25] /a 10
[6/3/2021 19:46:25] /a 10
[6/3/2021 19:46:25] /a 10
[6/3/2021 19:46:26] /a 10
[6/3/2021 19:46:26] /a 10
[6/3/2021 19:46:26] /a 10
[6/3/2021 19:46:27] /a 10
[6/3/2021 19:46:27] /a 10
[6/3/2021 19:46:29] /t
[6/3/2021 19:47:23] /goto elite four
[6/3/2021 19:47:26] /goto teste four
[6/3/2021 19:50:2] /goto Koutuka Teu Kou
[6/3/2021 19:56:32] /goto Koutuka Teu Kou
[6/3/2021 19:56:34] /goto Koutuka Teu Kou
[6/3/2021 19:56:35] /goto Koutuka Teu Kou
[6/3/2021 19:56:37] /goto Koutuka Teu Kou
[6/3/2021 19:56:45] /goto aluc the namikaze
[6/3/2021 19:57:14] /t
[6/3/2021 19:57:36] /goto Koutuka Teu Kou
[6/3/2021 19:57:38] /goto Koutuka Teu Kou
[6/3/2021 19:57:39] /goto Koutuka Teu Kou
[6/3/2021 19:57:40] /goto Koutuka Teu Kou
[6/3/2021 19:57:41] /goto Koutuka Teu Kou
[6/3/2021 19:57:42] /goto Koutuka Teu Kou
[6/3/2021 19:57:43] /goto Koutuka Teu Kou
[6/3/2021 19:57:44] /goto Koutuka Teu Kou
[6/3/2021 19:57:45] /goto Koutuka Teu Kou
[6/3/2021 19:57:46] /goto Koutuka Teu Kou
[6/3/2021 19:57:47] /goto Koutuka Teu Kou
[6/3/2021 19:57:48] /goto Koutuka Teu Kou
[6/3/2021 19:57:48] /goto Koutuka Teu Kou
[6/3/2021 19:57:49] /goto Koutuka Teu Kou
[6/3/2021 19:57:50] /goto Koutuka Teu Kou
[6/3/2021 19:57:51] /goto Koutuka Teu Kou
[6/3/2021 19:57:52] /goto Koutuka Teu Kou
[6/3/2021 19:57:53] /goto Koutuka Teu Kou
[6/3/2021 19:57:54] /goto Koutuka Teu Kou
[6/3/2021 19:57:55] /goto Koutuka Teu Kou
[6/3/2021 19:57:57] /goto Koutuka Teu Kou
[6/3/2021 19:57:58] /goto Koutuka Teu Kou
[6/3/2021 19:57:59] /goto Koutuka Teu Kou
[6/3/2021 19:58:0] /goto Koutuka Teu Kou
[6/3/2021 19:58:1] /goto Koutuka Teu Kou
[6/3/2021 19:58:2] /goto Koutuka Teu Kou
[6/3/2021 19:58:2] /goto Koutuka Teu Kou
[6/3/2021 19:58:3] /goto Koutuka Teu Kou
[6/3/2021 19:58:4] /goto Koutuka Teu Kou
[6/3/2021 19:58:4] /goto Koutuka Teu Kou
[6/3/2021 19:58:7] /goto Koutuka Teu Kou
[6/3/2021 19:58:8] /goto Koutuka Teu Kou
[6/3/2021 19:58:8] /goto Koutuka Teu Kou
[6/3/2021 19:58:9] /goto Koutuka Teu Kou
[6/3/2021 19:58:10] /goto Koutuka Teu Kou
[6/3/2021 19:58:11] /goto Koutuka Teu Kou
[6/3/2021 19:58:11] /goto Koutuka Teu Kou
[6/3/2021 19:58:12] /goto Koutuka Teu Kou
[6/3/2021 19:58:13] /goto Koutuka Teu Kou
[6/3/2021 19:58:15] /goto Koutuka Teu Kou
[6/3/2021 19:58:16] /goto Koutuka Teu Kou
[6/3/2021 19:58:16] /goto Koutuka Teu Kou
[6/3/2021 19:58:17] /goto Koutuka Teu Kou
[6/3/2021 19:58:17] /goto Koutuka Teu Kou
[6/3/2021 19:58:19] /goto Koutuka Teu Kou
[6/3/2021 19:58:20] /goto Koutuka Teu Kou
[6/3/2021 19:58:35] /goto Koutuka Teu Kou
[6/3/2021 19:58:37] /goto Koutuka Teu Kou
[6/3/2021 19:58:38] /goto Koutuka Teu Kou
[6/3/2021 19:58:39] /goto Koutuka Teu Kou
[6/3/2021 19:58:39] /goto Koutuka Teu Kou
[6/3/2021 19:58:40] /goto Koutuka Teu Kou
[6/3/2021 19:58:41] /goto Koutuka Teu Kou
[6/3/2021 19:58:44] /goto Koutuka Teu Kou
[6/3/2021 19:58:45] /goto Koutuka Teu Kou
[6/3/2021 19:58:47] /goto Koutuka Teu Kou
[6/3/2021 19:58:47] /goto Koutuka Teu Kou
[6/3/2021 19:58:48] /goto Koutuka Teu Kou
[6/3/2021 19:58:53] /goto Koutuka Teu Kou
[6/3/2021 19:58:56] /goto Koutuka Teu Kou
[6/3/2021 19:58:57] /goto Koutuka Teu Kou
[6/3/2021 19:58:58] /goto Koutuka Teu Kou
[6/3/2021 19:58:59] /goto Koutuka Teu Kou
[6/3/2021 19:58:59] /goto Koutuka Teu Kou
[6/3/2021 19:59:0] /goto Koutuka Teu Kou
[6/3/2021 19:59:1] /goto Koutuka Teu Kou
[6/3/2021 19:59:2] /goto Koutuka Teu Kou
[6/3/2021 19:59:3] /goto Koutuka Teu Kou
[6/3/2021 19:59:4] /goto Koutuka Teu Kou
[6/3/2021 19:59:5] /goto Koutuka Teu Kou
[6/3/2021 19:59:6] /goto Koutuka Teu Kou
[6/3/2021 19:59:7] /goto Koutuka Teu Kou
[6/3/2021 19:59:8] /goto Koutuka Teu Kou
[6/3/2021 19:59:9] /goto Koutuka Teu Kou
[6/3/2021 19:59:11] /goto Koutuka Teu Kou
[6/3/2021 19:59:18] /goto teste four
[6/3/2021 20:3:46] /m samurai two
[6/3/2021 20:3:46] /m samurai two
[6/3/2021 20:3:47] /m samurai two
[6/3/2021 20:21:14] /reload monster
[6/3/2021 20:21:45] /reload monster
[6/3/2021 20:22:24] /m samurai two
[6/3/2021 20:22:25] /m samurai two
[6/3/2021 20:22:25] /m samurai two
[6/3/2021 20:27:35] /goto tobirama boss
[6/3/2021 20:34:18] /goto teste four
[6/3/2021 20:34:51] /m salamandra
[6/3/2021 20:34:55] /m salamandra 
[6/3/2021 20:34:58] /m salamandra
[6/3/2021 20:53:10] /reload monster
[6/3/2021 20:57:16] /m white zetsu
[6/3/2021 20:57:23] /m white zetsu
[6/3/2021 20:57:24] /m white zetsu
[6/3/2021 20:57:24] /m white zetsu
[6/3/2021 20:58:0] /m white zetsu
[6/3/2021 20:58:46] /goto karol com conka
[6/3/2021 20:58:51] /goto karol com savero
[6/3/2021 20:59:5] /goto tsunade senju
[6/3/2021 20:59:8] /goto karol com savero
[6/3/2021 20:59:9] /goto karol com savero
[6/3/2021 20:59:20] /goto karol com savero
[6/3/2021 21:0:30] /goto karol com savero
[6/3/2021 21:1:16] /goto karol com savero
[6/3/2021 21:1:18] /goto karol com savero
[6/3/2021 21:4:29] /goto karol com savero
[6/3/2021 21:4:31] /goto karol com savero
[6/3/2021 21:4:32] /goto karol com savero
[6/3/2021 21:4:33] /goto karol com savero
[6/3/2021 21:4:33] /goto karol com savero
[6/3/2021 21:8:17] /goto teste four
[6/3/2021 21:8:35] /m white zetsu
[6/3/2021 21:9:58] /reload monster
[6/3/2021 21:10:23] /reload monster
[6/3/2021 21:10:42] /m white zetsu
[6/3/2021 21:11:9] /reload monster
[6/3/2021 21:11:25] /reload monster
[6/3/2021 21:12:18] /reload monster
[6/3/2021 21:17:44] /goto tsunade senju
[6/3/2021 21:20:41] /goto teste four
[6/3/2021 21:20:44] /m white zetsu
[6/3/2021 21:20:54] /m white zetsu
[6/3/2021 21:20:54] /m white zetsu
[6/3/2021 21:21:57] /m black snake
[6/3/2021 21:21:58] /m black snake
[6/3/2021 21:21:59] /m black snake
[6/3/2021 21:25:24] /reload monster
[6/3/2021 21:27:20] /reload monster
[6/3/2021 21:27:38] /m black snake
[6/3/2021 21:27:39] /m black snake
[6/3/2021 21:28:9] /reload monster
[6/3/2021 21:30:32] /goto karol conka
[6/3/2021 21:31:21] /reload monster
[6/3/2021 21:31:26] /goto teste four
[6/3/2021 21:50:10] /t
[6/3/2021 21:51:14] /reload monster
[6/3/2021 21:51:17] /goto teste four
[6/3/2021 21:51:20] /a 40
[6/3/2021 21:51:20] /a 40
[6/3/2021 21:51:25] /m black snake i
[6/3/2021 21:51:27] /r
[6/3/2021 21:52:9] /goto tobirama boss
[6/3/2021 21:52:46] /b Galera irei reiniciar o servidor para liberar a Akatsuki! daqui 5 Minutos!
[6/3/2021 21:52:56] /b shutdown
[6/3/2021 21:53:3] /shutdown 5
[6/3/2021 21:53:7] /t
[6/3/2021 21:58:38] /goto hidan boss
[6/3/2021 21:59:6] /goto black snake i
[6/3/2021 21:59:10] /m black snake i
[6/3/2021 21:59:13] /r
[6/3/2021 21:59:14] /r
[6/3/2021 21:59:20] /goto sasori boss
[6/3/2021 21:59:26] /i 9118
[6/3/2021 21:59:28] /i 9118
[6/3/2021 21:59:29] /i 9118
[6/3/2021 21:59:29] /i 9118
[6/3/2021 21:59:30] /i 9118
[6/3/2021 21:59:30] /i 9118
[6/3/2021 21:59:31] /i 9118
[6/3/2021 21:59:31] /i 9118
[6/3/2021 21:59:32] /i 9118
[6/3/2021 22:2:58] /t
[6/3/2021 22:3:10] /b urgente
[6/3/2021 22:3:17] /closeserver
[6/3/2021 22:5:35] /save
[6/3/2021 22:5:36] /save
[6/3/2021 22:5:37] /shutdown
[6/3/2021 22:6:14] /goto hida boss
[6/3/2021 22:6:17] /goto hidan boss
[6/3/2021 22:6:50] /t
[6/3/2021 22:38:49] /a 30
[6/3/2021 22:38:50] /a 30
[6/3/2021 22:38:52] /a 10
[6/3/2021 22:38:54] /up
[6/3/2021 22:38:55] /up
[6/3/2021 23:12:35] /b Se ficar usando o mundo no vilarejo, ira levara advertÃªncia!
[7/3/2021 4:18:9] /goto crystal vilarejo
[7/3/2021 4:18:14] /a
[7/3/2021 4:18:19] /c teste four
[7/3/2021 4:18:38] /b servidor irá reiniciar em 3 minutos.
[7/3/2021 4:18:59] /shutdown 3
[7/3/2021 4:19:6] /t teste four
[7/3/2021 4:57:47] /goto play anbu
[7/3/2021 4:57:50] /a 2
[7/3/2021 4:57:53] /a
[7/3/2021 4:57:55] /a
[7/3/2021 4:58:27] /r
[7/3/2021 5:0:0] /t
[7/3/2021 5:22:33] /goto play stompdmg
[7/3/2021 5:38:13] /reload globalevents
[7/3/2021 5:56:43] /goto crystal vilarejo
[7/3/2021 5:57:9] /ghost
[7/3/2021 5:57:11] /ghost
[7/3/2021 5:57:13] /ghost
[7/3/2021 5:57:16] /newtype 500
[7/3/2021 5:57:30] /newtype 501
[7/3/2021 5:57:38] /i kakuzo glove
[7/3/2021 5:57:43] /i kakuzo gloves
[7/3/2021 5:57:47] /i kakuzu glove
[7/3/2021 5:57:51] /i kakuzu gloves
[7/3/2021 5:57:55] /i kakuzo gloves
[7/3/2021 5:58:11] /r
[7/3/2021 5:58:13] /r
[7/3/2021 5:58:15] /r
[7/3/2021 5:58:57] /i kakuzo hand
[7/3/2021 5:59:27] /i Kakuzu's Hand
[7/3/2021 5:59:44] /m trainer
[7/3/2021 6:0:49] /c teste four
[7/3/2021 6:1:11] /c teste three
[7/3/2021 6:3:26] /i Kakuzu's Hand
[7/3/2021 6:5:41] /c teste three
[7/3/2021 6:6:34] /c teste three
[7/3/2021 6:7:40] /c teste three
[7/3/2021 6:8:32] /c teste three
[7/3/2021 6:10:11] /save
[7/3/2021 6:10:12] /save
[7/3/2021 6:10:13] /save
[7/3/2021 6:10:15] /save
[7/3/2021 6:10:15] /save
[7/3/2021 6:10:16] /save
[7/3/2021 6:10:16] /save
[7/3/2021 6:10:17] /save
[7/3/2021 6:10:17] /save
[7/3/2021 6:10:18] /save
[7/3/2021 6:10:18] /save
[7/3/2021 6:10:19] /save
[7/3/2021 6:10:19] /save
[7/3/2021 6:10:19] /save
[7/3/2021 6:10:21] /save
[7/3/2021 6:10:21] /save
[7/3/2021 6:10:21] /save
[7/3/2021 6:10:21] /save
[7/3/2021 6:10:21] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:23] /save
[7/3/2021 6:10:28] /save
[7/3/2021 6:10:29] /save
[7/3/2021 6:10:29] /save
[7/3/2021 6:10:29] /save
[7/3/2021 6:10:31] /save
[7/3/2021 6:10:31] /save
[7/3/2021 6:10:31] /save
[7/3/2021 6:10:31] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:10:34] /save
[7/3/2021 6:11:9] /save
[7/3/2021 6:11:10] /save
[7/3/2021 6:11:10] /save
[7/3/2021 6:11:11] /save
[7/3/2021 6:11:11] /save
[7/3/2021 6:11:11] /save
[7/3/2021 6:11:12] /save
[7/3/2021 6:11:12] /save
[7/3/2021 6:11:12] /save
[7/3/2021 6:11:14] /save
[7/3/2021 6:11:14] /save
[7/3/2021 6:11:14] /save
[7/3/2021 6:11:14] /save
[7/3/2021 6:11:14] /save
[7/3/2021 6:11:28] /c teste three
[7/3/2021 8:12:17] /t
[7/3/2021 8:12:50] /ghost
[7/3/2021 17:46:11] /goto crystal vilarejo
[7/3/2021 17:46:35] /attr action 16203
[7/3/2021 17:46:37] /attr action 16203
[7/3/2021 17:46:38] /attr action 16203
[7/3/2021 17:46:39] /attr action 16203
[7/3/2021 17:46:40] /attr action 16203
[7/3/2021 17:46:42] /attr action 16203
[7/3/2021 17:46:46] /a
[7/3/2021 17:46:48] /a 2
[7/3/2021 17:46:50] /attr action 16203
[7/3/2021 17:46:54] /a 2
[7/3/2021 17:47:14] /r
[7/3/2021 17:48:27] /goto minoru
[7/3/2021 17:53:30] /t
[7/3/2021 17:53:31] /up
[7/3/2021 17:53:32] /up
[7/3/2021 17:53:38] /reload npc
[7/3/2021 17:53:45] /n Sai Jounnin
[7/3/2021 17:53:50] /n Sai Jounin
[7/3/2021 17:54:2] /n Sai Jounin
[7/3/2021 17:54:37] /n Sai Jounin
[7/3/2021 17:54:37] /n Sai Jounin
[7/3/2021 17:54:37] /n Sai Jounin
[7/3/2021 17:54:38] /n Sai Jounin
[7/3/2021 17:54:38] /n Sai Jounin
[7/3/2021 17:54:38] /n Sai Jounin
[7/3/2021 17:54:38] /n Sai Jounin
[7/3/2021 17:55:5] /b Vou dar uma reiniciada rapidinha
[7/3/2021 17:56:15] /shutdown 2
[7/3/2021 17:58:9] /save
[7/3/2021 17:58:49] /n sai jounin
[7/3/2021 17:58:58] /n sai jounin
[7/3/2021 17:58:59] /n sai jounin
[7/3/2021 17:58:59] /n sai jounin
[7/3/2021 17:59:37] /n tsunade
[7/3/2021 17:59:40] /n Tsunade
[7/3/2021 18:1:21] /n Sai Jounin
[7/3/2021 18:1:26] /m Sai Jounin
[7/3/2021 18:1:32] /c Sai Jounin
[7/3/2021 18:2:7] /i 2152
[7/3/2021 18:2:37] /c sai jounin
[7/3/2021 18:2:46] /attr 16023
[7/3/2021 18:2:56] /attr action 16023
[7/3/2021 18:3:9] /attr action 14023
[7/3/2021 18:3:27] /attr action 16203
[7/3/2021 18:3:30] /attr action 16203
[7/3/2021 18:3:31] /attr action 16203
[7/3/2021 18:3:40] /attr action 16203
[7/3/2021 18:3:42] /attr action 16203
[7/3/2021 18:3:43] /attr action 16203
[7/3/2021 18:3:44] /attr action 16203
[7/3/2021 18:3:51] /attr action 16203
[7/3/2021 18:4:2] /t
[7/3/2021 18:4:15] /c sai jounin
[7/3/2021 18:5:10] /t
[7/3/2021 18:5:27] /i 2152
[7/3/2021 18:5:45] /t
[7/3/2021 18:5:48] /r
[7/3/2021 18:5:51] /r
[7/3/2021 18:5:53] /r
[7/3/2021 18:5:55] /r
[7/3/2021 18:6:0] /r
[7/3/2021 18:9:14] /b Alguem da The Order online ?
[7/3/2021 18:30:44] /b alguem da ther order?
[7/3/2021 18:31:51] /goto crystal vilarejo
[7/3/2021 18:31:53] /a 2
[7/3/2021 18:31:54] /c Ares
[7/3/2021 18:32:5] /t ares
[7/3/2021 18:32:6] /t
[7/3/2021 18:33:5] /reload npc
[7/3/2021 18:33:27] /goto ares
[7/3/2021 18:33:56] /t
[7/3/2021 18:34:35] /reload npc
[7/3/2021 18:34:52] /reload npc
[7/3/2021 22:22:0] /goto otsuko
[8/3/2021 0:32:54] /t
[8/3/2021 0:34:55] /goto 
[8/3/2021 0:35:1] /goto Sasukeeeeee
[8/3/2021 0:35:5] /goto Sasukeeeeee
[8/3/2021 0:35:6] /goto Sasukeeeeee
[8/3/2021 0:35:7] /goto Sasukeeeeee
[8/3/2021 0:35:8] /goto Sasukeeeeee
[8/3/2021 0:35:9] /goto Sasukeeeeee
[8/3/2021 0:35:10] /goto Sasukeeeeee
[8/3/2021 0:35:11] /goto Sasukeeeeee
[8/3/2021 0:35:11] /goto Sasukeeeeee
[8/3/2021 0:35:12] /goto Sasukeeeeee
[8/3/2021 0:35:13] /goto Sasukeeeeee
[8/3/2021 0:35:14] /goto Sasukeeeeee
[8/3/2021 0:35:15] /goto Sasukeeeeee
[8/3/2021 0:35:15] /goto Sasukeeeeee
[8/3/2021 0:35:16] /goto Sasukeeeeee
[8/3/2021 0:35:17] /goto Sasukeeeeee
[8/3/2021 0:35:18] /goto Sasukeeeeee
[8/3/2021 0:35:19] /goto Sasukeeeeee
[8/3/2021 0:35:19] /goto Sasukeeeeee
[8/3/2021 0:35:21] /goto Sasukeeeeee
[8/3/2021 0:35:22] /goto Sasukeeeeee
[8/3/2021 0:35:25] /goto Sasukeeeeee
[8/3/2021 0:35:27] /goto Sasukeeeeee
[8/3/2021 0:35:54] /goto Sasukeeeeee
[8/3/2021 0:35:55] /goto Sasukeeeeee
[8/3/2021 0:35:56] /goto Sasukeeeeee
[8/3/2021 0:35:57] /goto Sasukeeeeee
[8/3/2021 0:35:58] /goto Sasukeeeeee
[8/3/2021 0:35:58] /goto Sasukeeeeee
[8/3/2021 0:35:59] /goto Sasukeeeeee
[8/3/2021 0:36:0] /goto Sasukeeeeee
[8/3/2021 0:36:1] /goto Sasukeeeeee
[8/3/2021 0:36:4] /goto Sasukeeeeee
[8/3/2021 0:36:5] /goto Sasukeeeeee
[8/3/2021 0:36:5] /goto Sasukeeeeee
[8/3/2021 0:36:8] /goto Sasukeeeeee
[8/3/2021 0:36:9] /goto Sasukeeeeee
[8/3/2021 0:36:10] /goto Sasukeeeeee
[8/3/2021 0:36:27] /goto Sasukeeeeee
[8/3/2021 0:36:28] /goto Sasukeeeeee
[8/3/2021 0:36:29] /goto Sasukeeeeee
[8/3/2021 0:36:30] /goto Sasukeeeeee
[8/3/2021 0:36:31] /goto Sasukeeeeee
[8/3/2021 0:36:32] /goto Sasukeeeeee
[8/3/2021 0:36:39] /goto Sasukeeeeee
[8/3/2021 0:41:7] /goto Sasukeeeeee
[8/3/2021 0:41:9] /goto Sasukeeeeee
[8/3/2021 0:41:10] /goto Sasukeeeeee
[8/3/2021 0:41:11] /goto Sasukeeeeee
[8/3/2021 0:41:12] /goto Sasukeeeeee
[8/3/2021 0:41:13] /goto Sasukeeeeee
[8/3/2021 0:41:14] /goto Sasukeeeeee
[8/3/2021 0:41:40] /goto Sasukeeeeee
[8/3/2021 0:41:41] /goto Sasukeeeeee
[8/3/2021 0:41:42] /goto Sasukeeeeee
[8/3/2021 0:41:43] /goto Sasukeeeeee
[8/3/2021 0:41:44] /goto Sasukeeeeee
[8/3/2021 0:41:46] /goto Sasukeeeeee
[8/3/2021 0:41:48] /goto Sasukeeeeee
[8/3/2021 0:41:50] /goto Sasukeeeeee
[8/3/2021 0:42:24] /goto Sasukeeeeee
[8/3/2021 0:42:26] /goto Sasukeeeeee
[8/3/2021 0:42:37] /goto Sasukeeeeee
[8/3/2021 0:42:38] /goto Sasukeeeeee
[8/3/2021 0:42:40] /goto Sasukeeeeee
[8/3/2021 0:42:41] /goto Sasukeeeeee
[8/3/2021 0:42:42] /goto Sasukeeeeee
[8/3/2021 0:42:43] /goto Sasukeeeeee
[8/3/2021 0:42:44] /goto Sasukeeeeee
[8/3/2021 0:42:44] /goto Sasukeeeeee
[8/3/2021 0:42:46] /goto Sasukeeeeee
[8/3/2021 0:42:47] /goto Sasukeeeeee
[8/3/2021 0:42:48] /goto Sasukeeeeee
[8/3/2021 0:42:49] /goto Sasukeeeeee
[8/3/2021 0:42:50] /goto Sasukeeeeee
[8/3/2021 0:42:51] /goto Sasukeeeeee
[8/3/2021 0:42:52] /goto Sasukeeeeee
[8/3/2021 0:42:53] /goto Sasukeeeeee
[8/3/2021 0:42:57] /goto Sasukeeeeee
[8/3/2021 0:42:57] /goto Sasukeeeeee
[8/3/2021 0:42:59] /goto Sasukeeeeee
[8/3/2021 0:42:59] /goto Sasukeeeeee
[8/3/2021 0:43:0] /goto Sasukeeeeee
[8/3/2021 0:43:1] /goto Sasukeeeeee
[8/3/2021 0:43:2] /goto Sasukeeeeee
[8/3/2021 0:43:3] /goto Sasukeeeeee
[8/3/2021 0:43:4] /goto Sasukeeeeee
[8/3/2021 0:43:5] /goto Sasukeeeeee
[8/3/2021 0:43:6] /goto Sasukeeeeee
[8/3/2021 0:43:7] /goto Sasukeeeeee
[8/3/2021 0:43:9] /goto Sasukeeeeee
[8/3/2021 0:43:10] /goto Sasukeeeeee
[8/3/2021 0:43:12] /goto Sasukeeeeee
[8/3/2021 0:43:13] /goto Sasukeeeeee
[8/3/2021 0:43:14] /goto Sasukeeeeee
[8/3/2021 0:43:15] /goto Sasukeeeeee
[8/3/2021 0:43:16] /goto Sasukeeeeee
[8/3/2021 0:43:17] /goto Sasukeeeeee
[8/3/2021 0:43:19] /goto Sasukeeeeee
[8/3/2021 0:43:20] /goto Sasukeeeeee
[8/3/2021 0:43:21] /goto Sasukeeeeee
[8/3/2021 0:43:22] /goto Sasukeeeeee
[8/3/2021 0:43:47] /goto Sasukeeeeee
[8/3/2021 0:43:51] /goto Sasukeeeeee
[8/3/2021 0:43:53] /goto Sasukeeeeee
[8/3/2021 0:43:55] /goto Sasukeeeeee
[8/3/2021 0:43:57] /goto Sasukeeeeee
[8/3/2021 0:43:58] /goto Sasukeeeeee
[8/3/2021 0:44:0] /goto Sasukeeeeee
[8/3/2021 0:44:1] /goto Sasukeeeeee
[8/3/2021 0:44:2] /goto Sasukeeeeee
[8/3/2021 0:44:3] /goto Sasukeeeeee
[8/3/2021 0:44:4] /goto Sasukeeeeee
[8/3/2021 0:44:5] /goto Sasukeeeeee
[8/3/2021 0:44:6] /goto Sasukeeeeee
[8/3/2021 0:44:8] /goto Sasukeeeeee
[8/3/2021 0:44:18] /goto Sasukeeeeee
[8/3/2021 0:44:27] /goto Sasukeeeeee
[8/3/2021 0:44:29] /goto Sasukeeeeee
[8/3/2021 0:44:31] /goto Sasukeeeeee
[8/3/2021 0:45:11] /goto Sasukeeeeee
[8/3/2021 0:45:13] /goto Sasukeeeeee
[8/3/2021 0:45:15] /goto Sasukeeeeee
[8/3/2021 0:45:16] /goto Sasukeeeeee
[8/3/2021 0:45:17] /goto Sasukeeeeee
[8/3/2021 0:45:18] /goto Sasukeeeeee
[8/3/2021 0:45:20] /goto Sasukeeeeee
[8/3/2021 0:45:21] /goto Sasukeeeeee
[8/3/2021 0:45:32] /goto Sasukeeeeee
[8/3/2021 0:45:33] /goto Sasukeeeeee
[8/3/2021 0:45:34] /goto Sasukeeeeee
[8/3/2021 0:45:35] /goto Sasukeeeeee
[8/3/2021 0:45:36] /goto Sasukeeeeee
[8/3/2021 0:45:37] /goto Sasukeeeeee
[8/3/2021 0:45:38] /goto Sasukeeeeee
[8/3/2021 0:46:16] /goto Sasukeeeeee
[8/3/2021 0:47:6] /goto Sasukeeeeee
[8/3/2021 0:47:25] /goto Sasukeeeeee
[8/3/2021 0:47:28] /goto Sasukeeeeee
[8/3/2021 0:47:32] /goto Sasukeeeeee
[8/3/2021 0:47:36] /goto Sasukeeeeee
[8/3/2021 0:47:37] /goto Sasukeeeeee
[8/3/2021 0:47:38] /goto Sasukeeeeee
[8/3/2021 0:47:39] /goto Sasukeeeeee
[8/3/2021 0:47:41] /goto Sasukeeeeee
[8/3/2021 0:47:42] /goto Sasukeeeeee
[8/3/2021 0:47:43] /goto Sasukeeeeee
[8/3/2021 0:47:43] /goto Sasukeeeeee
[8/3/2021 0:47:44] /goto Sasukeeeeee
[8/3/2021 0:47:45] /goto Sasukeeeeee
[8/3/2021 0:47:46] /goto Sasukeeeeee
[8/3/2021 0:47:48] /goto Sasukeeeeee
[8/3/2021 0:47:56] /goto Sasukeeeeee
[8/3/2021 0:47:57] /goto Sasukeeeeee
[8/3/2021 0:47:58] /goto Sasukeeeeee
[8/3/2021 0:47:59] /goto Sasukeeeeee
[8/3/2021 0:48:0] /goto Sasukeeeeee
[8/3/2021 0:48:13] /goto Sasukeeeeee
[8/3/2021 0:48:36] /goto Sasukeeeeee
[8/3/2021 0:48:41] /goto Sasukeeeeee
[8/3/2021 0:48:52] /goto Sasukeeeeee
[8/3/2021 0:49:11] /goto Sasukeeeeee
[8/3/2021 0:57:42] /goto sasukeeeee
[8/3/2021 0:57:44] /goto sasukeeeeee
[8/3/2021 0:58:1] /t
[8/3/2021 0:58:21] /i kunai explosive
[8/3/2021 0:58:28] /i kunai explosion
[8/3/2021 0:58:54] /a 34
[8/3/2021 0:58:55] /a 34
